Q1.sparql 	0.261152983	0.261247158	1	
Q1.sparql 	0.252604008	0.252678156	1	
Q1.sparql 	0.307056904	0.307143927	1	
Q1.sparql 	0.235645056	0.235713959	1	
Q1.sparql 	0.232354164	0.23243618	1	0.257843876
Q2.sparql 	0.270239115	0.27046299	1	
Q2.sparql 	0.314999104	0.315067053	1	
Q2.sparql 	0.268023968	0.268105984	1	
Q2.sparql 	0.28492713	0.28499794	1	
Q2.sparql 	0.269837141	0.270025969	1	0.281731987
Q3.sparql 	0.352379084	0.352566004	1	
Q3.sparql 	0.25146389	0.267441988	1	
Q3.sparql 	0.323361158	0.323433161	1	
Q3.sparql 	0.301163197	0.325187206	1	
Q3.sparql 	0.297666788	0.297743797	1	0.313274431
Q4.sparql 	0.284551144	0.287824154	1	
Q4.sparql 	0.252349138	0.252549171	1	
Q4.sparql 	0.280037165	0.280107975	1	
Q4.sparql 	0.298657179	0.312500954	1	
Q4.sparql 	0.269150972	0.269330978	1	0.280462646
Q5.sparql 	0.277776003	0.277977228	1	
Q5.sparql 	0.248172998	0.248392105	1	
Q5.sparql 	0.285959005	0.286166906	1	
Q5.sparql 	0.310281038	0.310366154	1	
Q5.sparql 	0.271070957	0.271164894	1	0.278813457
Q6.sparql 	0.322435141	0.322507143	1	
Q6.sparql 	0.250785828	0.250974894	1	
Q6.sparql 	0.284430027	0.284641981	1	
Q6.sparql 	0.29776001	0.297996998	1	
Q6.sparql 	0.309531927	0.309602976	1	0.293144798
Q7.sparql 	0.292860985	0.293114901	1	
Q7.sparql 	0.26179719	0.305745125	1	
Q7.sparql 	0.291075945	0.291171074	1	
Q7.sparql 	0.312807798	0.31306386	1	
Q7.sparql 	0.298032045	0.298130035	1	0.300244999
Q8.sparql 	2.920799971	3.73683095	1	
Q8.sparql 	2.975721121	3.815823078	1	
Q8.sparql 	2.888660908	3.748671055	1	
Q8.sparql 	2.837434053	3.645456076	1	
Q8.sparql 	3.055445194	3.987608194	1	3.786877871
Q9.sparql 	0.293651104	0.293869972	1	
Q9.sparql 	0.336751223	0.336824179	1	
Q9.sparql 	0.328280926	0.328511	1	
Q9.sparql 	0.357306004	0.357400894	1	
Q9.sparql 	0.29738903	0.297464132	1	0.322814035
Q10.sparql 	0.397314072	0.437331915	1	
Q10.sparql 	0.356971025	0.388998985	1	
Q10.sparql 	0.353304148	0.389299154	1	
Q10.sparql 	0.317169905	0.337316036	1	
Q10.sparql 	0.356549025	0.384561062	1	0.387501431
Q11.sparql 	0.401479959	0.401579142	1	
Q11.sparql 	0.322263002	0.358261108	1	
Q11.sparql 	0.410324097	0.410392046	1	
Q11.sparql 	0.351264954	0.358467817	1	
Q11.sparql 	0.366081953	0.398238897	1	0.385387802
Q12.sparql 	0.286166906	0.28628993	1	
Q12.sparql 	0.324759007	0.325084925	1	
Q12.sparql 	0.358544111	0.401516914	1	
Q12.sparql 	0.326839924	0.32713294	1	
Q12.sparql 	0.268946886	0.269066811	1	0.321818304
Q13.sparql 	0.271950006	0.27205205	1	
Q13.sparql 	0.311667204	0.311741114	1	
Q13.sparql 	0.279628992	0.279810905	1	
Q13.sparql 	0.305376053	0.305593967	1	
Q13.sparql 	0.30076313	0.300991058	1	0.294037819
Q14.sparql 	0.331748962	0.331908941	1	
Q14.sparql 	0.344270945	0.344347	1	
Q14.sparql 	0.388203144	0.388281107	1	
Q14.sparql 	0.369462967	0.369560957	1	
Q14.sparql 	0.349245071	0.349318027	1	0.356683207
