Q1.sparql	0.392992973	1	
Q1.sparql	0.396127939	1	
Q1.sparql	0.388875961	1	
Q1.sparql	0.397861004	1	
Q1.sparql	0.383649111	1	0.391901398
Q2.sparql	0.382334948	1	
Q2.sparql	0.372418165	1	
Q2.sparql	0.372847796	1	
Q2.sparql	0.374796867	1	
Q2.sparql	0.37394309	1	0.375268173
Q3.sparql	0.397420883	1	
Q3.sparql	0.39526701	1	
Q3.sparql	0.400342941	1	
Q3.sparql	0.394140959	1	
Q3.sparql	0.405445099	1	0.398523378
Q4.sparql	0.534613848	1	
Q4.sparql	0.540054083	1	
Q4.sparql	0.546640158	1	
Q4.sparql	0.586606026	1	
Q4.sparql	0.658214808	1	0.573225784
Q5.sparql	0.379845858	1	
Q5.sparql	0.379334927	1	
Q5.sparql	0.38395381	1	
Q5.sparql	0.374020815	1	
Q5.sparql	0.374860048	1	0.378403091
Q6.sparql	0.399675989	1	
Q7.sparql	0	0	
Q7.sparql	0	0	
Q7.sparql	0	0	
Q7.sparql	0	0	
Q7.sparql	0	0	0
Q8.sparql	0.412473202	1	
Q8.sparql	0.412969112	1	
Q8.sparql	0.409530163	1	
Q8.sparql	0.411931038	1	
Q8.sparql	0.410830021	1	0.411546707
Q9.sparql	0.405124903	1	
Q9.sparql	0.417038918	1	
Q9.sparql	0.41536212	1	
Q9.sparql	0.416321993	1	
Q9.sparql	0.413356066	1	0.4134408
Q10.sparql	0.400701046	1	
Q10.sparql	0.399697065	1	
Q10.sparql	0.406672955	1	
Q10.sparql	0.402300119	1	
Q10.sparql	0.403346062	1	0.402543449
Q11.sparql	0.417649984	1	
Q11.sparql	0.414391995	1	
Q11.sparql	0.417096138	1	
Q11.sparql	0.414683104	1	
Q11.sparql	0.420032978	1	0.41677084
Q12.sparql	0.406821632	1	
Q13.sparql	0.399291992	1	
Q13.sparql	0.40031004	1	
Q13.sparql	0.418447971	1	
Q13.sparql	0.40136385	1	
Q13.sparql	0.39521718	1	0.402926207
Q14.sparql	0.415301085	1	
Q14.sparql	0.413208962	1	
Q14.sparql	0.406903982	1	
Q14.sparql	0.409723997	1	
Q14.sparql	0.409719944	1	0.410971594
