query	time	cardinality
Q3.sparql	0.3952670097	1
Q9.sparql	0.4170389175	1
Q13.sparql	0.4003100395	1
Q1.sparql	0.3961279392	1
Q7.sparql	0.3912439346	0
Q6.sparql	0.5195980072	0
Q4.sparql	0.5400540829	1
Q12.sparql	0.4217000008	1
Q5.sparql	0.3793349266	1
Q11.sparql	0.4143919945	1
Q8.sparql	0.4129691124	1
Q10.sparql	0.3996970654	1
Q2.sparql	0.3724181652	1
Q14.sparql	0.4132089615	1
