query	time	cardinality
Q3.sparql	0.4054450989	1
Q9.sparql	0.4133560658	1
Q13.sparql	0.3952171803	1
Q1.sparql	0.3836491108	1
Q7.sparql	0.3941259384	0
Q6.sparql	0.5062880516	0
Q4.sparql	0.6582148075	1
Q12.sparql	0.4211850166	1
Q5.sparql	0.3748600483	1
Q11.sparql	0.4200329781	1
Q8.sparql	0.4108300209	1
Q10.sparql	0.4033460617	1
Q2.sparql	0.3739430904	1
Q14.sparql	0.4097199440	1
