query	time	cardinality
Q3.sparql	0.4003429413	1
Q9.sparql	0.4153621197	1
Q13.sparql	0.4184479713	1
Q1.sparql	0.3888759613	1
Q7.sparql	0.4029579163	0
Q6.sparql	0.5165441036	0
Q4.sparql	0.5466401577	1
Q12.sparql	0.4307191372	1
Q5.sparql	0.3839538097	1
Q11.sparql	0.4170961380	1
Q8.sparql	0.4095301628	1
Q10.sparql	0.4066729546	1
Q2.sparql	0.3728477955	1
Q14.sparql	0.4069039822	1
